obj_id,ra,dec,equinox,priority,exptime,resolution,comment
C20a1nW07612_24,146.050756,0.201989,J2000,0,9000,L,
C20a1nW07612_25,146.051111,0.202097,J2000,0,5400,L,
C20a1nW07612_26,146.052183,0.203549,J2000,0,7200,L,
C20a1nW07612_27,146.051449,0.204013,J2000,0,7200,L,
C20a1nW07612_28,146.049381,0.202773,J2000,0,7200,L,
C20a1nW07612_29,146.05186,0.201719,J2000,0,3600,L,
C20a1nW07612_30,146.047422,0.201317,J2000,0,6300,L,
C20a1nW07612_31,146.080536,0.204212,J2000,0,4500,L,
C20a1nW07612_32,146.032188,0.212673,J2000,0,6300,L,
C20a1nW07612_33,146.032434,0.212021,J2000,0,4500,L,
C20a1nW07612_34,146.098378,0.213321,J2000,0,7200,L,
C20a1nW07612_35,146.057554,0.213616,J2000,0,5400,L,
C20a1nW07612_36,146.043375,0.214085,J2000,0,5400,L,
C20a1nW07612_37,146.044224,0.216474,J2000,0,8100,L,
C20a1nW07612_38,146.072223,0.226498,J2000,0,6300,L,
C20a1nW07614_1,146.092732,-1.798949,J2000,0,9000,L,
C20a1nW07614_2,146.081927,-1.791852,J2000,0,4500,L,
C20a1nW07614_3,146.069068,-1.808561,J2000,0,3600,L,
C20a1nW07614_4,146.103109,-1.801705,J2000,0,7200,L,
C20a1nW07614_5,146.079955,-1.791349,J2000,0,5400,L,
C20a1nW07614_6,146.091167,-1.782776,J2000,0,3600,L,
C20a1nW07614_7,146.07487,-1.780019,J2000,0,9000,L,
C20a1nW07614_8,146.076101,-1.765987,J2000,0,5400,L,
C20a1nW07614_9,146.072193,-1.76131,J2000,0,6300,L,
C20a1nW07614_10,146.098201,-1.750701,J2000,0,5400,L,
C20a1nW07614_11,146.067272,-1.745793,J2000,0,5400,L,
C20a1nW07614_12,146.118559,-1.743731,J2000,0,8100,L,
C20a1nW07614_13,146.070145,-1.740331,J2000,0,6300,L,
C20a1nW07614_14,146.0869,-1.740272,J2000,0,6300,L,
C20a1nW07614_15,146.066681,-1.760153,J2000,0,7200,L,
C20a1nW07614_16,146.066397,-1.760334,J2000,0,8100,L,
C20a1nW07614_17,146.065811,-1.761448,J2000,0,6300,L,
C20a1nW07614_18,146.069333,-1.760052,J2000,0,5400,L,
C20a1nW07614_19,146.073964,-1.760019,J2000,0,4500,L,
C20a1nW07614_20,146.098894,-1.759827,J2000,0,5400,L,
C20a1nW07614_21,146.119997,-1.758733,J2000,0,8100,L,
C20a1nW07614_22,146.072159,-1.755357,J2000,0,7200,L,
C20a1nW07614_23,146.071468,-1.755758,J2000,0,7200,L,
C20a1nW07614_24,146.073084,-1.755553,J2000,0,9000,L,
C20a1nW07614_25,146.07866,-1.753674,J2000,0,6300,L,
C20a1nW07614_26,146.071733,-1.749405,J2000,0,7200,L,
C20a1nW07614_27,146.093875,-1.749381,J2000,0,8100,L,
C20a1nW07614_28,146.116936,-1.746341,J2000,0,7200,L,
C20a1nW07614_29,146.096406,-1.744797,J2000,0,7200,L,
C20a1nW07614_30,146.081032,-1.717292,J2000,0,7200,L,
C20a1nW07614_31,146.079837,-1.715556,J2000,0,9000,L,
C20a1nW07614_32,146.044485,-1.792325,J2000,0,5400,L,
C20a1nW07614_33,146.048235,-1.781116,J2000,0,5400,L,
C20a1nW07614_34,146.049114,-1.795093,J2000,0,5400,L,
C20a1nW07614_35,146.063911,-1.776803,J2000,0,3600,L,
C20a1nW07614_36,146.039919,-1.767873,J2000,0,9000,L,
C20a1nW07614_37,146.032804,-1.764206,J2000,0,4500,L,
C20a1nW07614_38,146.048697,-1.758732,J2000,0,8100,L,
C20a1nW07614_39,146.05791,-1.75195,J2000,0,7200,L,
C20a1nW07614_40,146.056603,-1.72659,J2000,0,8100,L,
C20a1nW07614_41,146.060038,-1.763515,J2000,0,8100,L,
C20a1nW07614_42,146.062005,-1.762215,J2000,0,6300,L,
C20a1nW07614_43,146.064686,-1.759972,J2000,0,8100,L,
C20a1nW07614_44,146.013805,-1.756307,J2000,0,4500,L,
C20a1nW07614_45,146.043754,-1.743627,J2000,0,7200,L,
C20a1nW07616_1,146.093706,0.076852,J2000,0,3600,L,
C20a1nW07616_2,146.088528,0.08174,J2000,0,9000,L,
C20a1nW07616_3,146.096531,0.096268,J2000,0,5400,L,
C20a1nW07616_4,146.107048,0.112248,J2000,0,3600,L,
C20a1nW07616_5,146.103401,0.114113,J2000,0,5400,L,
C20a1nW07616_6,146.121002,0.115064,J2000,0,4500,L,
C20a1nW07616_7,146.05359,0.115831,J2000,0,7200,L,
C20a1nW07616_8,146.041369,0.1443,J2000,0,6300,L,
C20a1nW07616_9,146.089895,0.149684,J2000,0,9000,L,
C20a1nW07616_10,146.020599,0.157434,J2000,0,9000,L,
C20a1nW07616_11,146.116516,0.178044,J2000,0,4500,L,
C20a1nW07616_12,146.133331,0.17545,J2000,0,6300,L,
C20a1nW07616_13,146.08577,0.17974,J2000,0,6300,L,
C20a1nW07616_14,146.109391,0.18013,J2000,0,9000,L,
C20a1nW07616_15,146.077052,0.191676,J2000,0,9000,L,
C20a1nW07616_16,146.07795,0.192979,J2000,0,5400,L,
C20a1nW07616_17,146.045324,0.196785,J2000,0,3600,L,
C20a1nW07616_18,146.11539,0.201354,J2000,0,4500,L,
C20a1nW07616_19,146.103218,0.203967,J2000,0,9000,L,
C20a1nW07616_20,146.078665,0.212798,J2000,0,9000,L,
C20a1nW07616_21,146.17629,0.211522,J2000,0,7200,L,
C20a1nW07616_22,146.040423,0.21729,J2000,0,9000,L,
C20a1nW07616_23,146.030398,0.224669,J2000,0,5400,L,
C20a1nW07616_24,146.049712,0.226736,J2000,0,8100,L,
C20a1nW07616_25,146.167014,0.228834,J2000,0,3600,L,
C20a1nW07616_26,146.02792,0.258571,J2000,0,9000,L,
C20a1nW07616_27,146.08117,0.270293,J2000,0,4500,L,
C20a1nW07616_28,146.149134,0.270808,J2000,0,4500,L,
C20a1nW07616_29,146.068677,0.275154,J2000,0,3600,L,
C20a1nW07616_30,146.086396,0.284487,J2000,0,3600,L,
C20a1nW07616_31,146.07143,0.29379,J2000,0,3600,L,
C20a1nW07616_32,146.000225,0.156084,J2000,0,3600,L,
C20a1nW07616_33,146.011081,0.172365,J2000,0,8100,L,
C20a1nW07616_34,145.999418,0.194442,J2000,0,3600,L,
C20a1nW07616_35,146.00408,0.20365,J2000,0,8100,L,
C20a1nW07616_36,145.990402,0.204164,J2000,0,7200,L,
C20a1nW07616_37,146.005529,0.229142,J2000,0,9000,L,
C20a1nW07616_38,146.001936,0.255731,J2000,0,9000,L,
clu8_1,146.095843,0.899713,J2000,0,6300,L,
clu8_2,146.049116,0.915931,J2000,0,5400,L,
clu8_3,146.104921,0.919514,J2000,0,6300,L,
clu8_4,146.029218,0.938493,J2000,0,4500,L,
clu8_5,146.086339,0.942904,J2000,0,4500,L,
clu8_6,146.035667,0.943569,J2000,0,7200,L,
clu8_7,146.051182,0.945393,J2000,0,7200,L,
clu8_8,146.092415,0.948661,J2000,0,6300,L,
clu8_9,146.070104,0.948846,J2000,0,6300,L,
clu8_10,146.079671,0.95358,J2000,0,9000,L,
clu8_11,146.055028,0.95838,J2000,0,3600,L,
clu8_12,146.084633,0.96427,J2000,0,7200,L,
clu8_13,146.055537,0.972483,J2000,0,8100,L,
clu8_14,146.072518,0.900947,J2000,0,4500,L,
clu8_15,146.095748,0.909093,J2000,0,3600,L,
clu8_16,146.087617,0.921267,J2000,0,3600,L,
clu8_17,146.042269,0.924778,J2000,0,6300,L,
clu8_18,146.044048,0.930053,J2000,0,4500,L,
clu8_19,146.025302,0.931995,J2000,0,3600,L,
clu8_20,146.068475,0.935185,J2000,0,5400,L,
clu8_21,146.049195,0.939113,J2000,0,5400,L,
clu8_22,146.023257,0.943155,J2000,0,3600,L,
clu8_23,146.033763,0.945562,J2000,0,7200,L,
clu8_24,146.08187,0.946115,J2000,0,7200,L,
clu8_25,146.082169,0.945406,J2000,0,5400,L,
clu8_26,146.082486,0.945951,J2000,0,7200,L,
clu8_27,146.080531,0.945761,J2000,0,9000,L,
clu8_28,146.081374,0.945568,J2000,0,8100,L,
clu8_29,146.089239,0.948252,J2000,0,9000,L,
clu8_30,146.135252,0.947171,J2000,0,3600,L,
clu8_31,146.132457,0.953329,J2000,0,7200,L,
clu8_32,146.063826,0.950612,J2000,0,6300,L,
clu8_33,146.068338,0.950101,J2000,0,7200,L,
clu8_34,146.123232,0.951377,J2000,0,5400,L,
clu8_35,146.086338,0.950309,J2000,0,5400,L,
clu8_36,146.085867,0.948951,J2000,0,4500,L,
clu8_37,146.078623,0.94993,J2000,0,4500,L,
clu8_38,146.078749,0.94949,J2000,0,7200,L,
clu8_39,146.077945,0.951475,J2000,0,6300,L,
clu8_40,146.078172,0.95224,J2000,0,4500,L,
clu8_41,146.072857,0.953901,J2000,0,4500,L,
clu8_42,146.066296,0.954628,J2000,0,6300,L,
clu8_43,146.067074,0.956495,J2000,0,8100,L,
clu8_44,146.061565,0.956764,J2000,0,3600,L,
clu8_45,146.084051,0.962545,J2000,0,7200,L,
clu8_46,146.045478,0.960955,J2000,0,9000,L,
clu8_47,146.059166,0.961465,J2000,0,7200,L,
clu8_48,146.023533,0.962695,J2000,0,4500,L,
clu8_49,146.090033,0.966175,J2000,0,9000,L,
clu8_50,146.088551,0.965215,J2000,0,3600,L,
clu8_51,146.082101,0.967999,J2000,0,6300,L,
clu8_52,146.070245,0.969422,J2000,0,8100,L,
clu8_53,146.052468,0.973353,J2000,0,9000,L,
clu8_54,146.06879,0.974149,J2000,0,7200,L,
clu8_55,146.079326,0.978306,J2000,0,7200,L,
clu8_56,146.078845,0.974021,J2000,0,3600,L,
clu8_57,146.073145,0.975599,J2000,0,5400,L,
clu8_58,146.074672,0.977088,J2000,0,7200,L,
clu8_59,146.072663,0.975483,J2000,0,3600,L,
clu8_60,146.070192,0.974792,J2000,0,5400,L,
clu8_61,146.057668,0.976277,J2000,0,7200,L,
clu8_62,146.059712,0.976981,J2000,0,7200,L,
clu8_63,146.060116,0.977818,J2000,0,8100,L,
clu8_64,146.077909,0.976196,J2000,0,8100,L,
clu8_65,146.038503,0.976567,J2000,0,6300,L,
clu8_66,146.071369,0.980407,J2000,0,5400,L,
clu8_67,146.054524,0.986523,J2000,0,6300,L,
clu8_68,146.040653,0.98691,J2000,0,9000,L,
clu8_69,146.091451,0.988301,J2000,0,8100,L,
clu8_70,146.103563,0.989074,J2000,0,7200,L,
clu8_71,146.076065,0.997329,J2000,0,7200,L,
clu8_72,146.076807,0.995759,J2000,0,8100,L,
clu8_73,146.073863,0.993628,J2000,0,3600,L,
clu8_74,146.083561,0.992079,J2000,0,7200,L,
clu8_75,146.093563,0.991272,J2000,0,3600,L,
clu8_76,146.089602,0.99599,J2000,0,8100,L,
clu8_77,146.078528,0.995151,J2000,0,6300,L,
clu8_78,146.073072,0.997158,J2000,0,9000,L,
clu8_79,146.100251,0.996876,J2000,0,9000,L,
clu8_80,146.088755,1.004956,J2000,0,3600,L,
C20a1nW07617_1,146.091962,0.573896,J2000,0,6300,L,
C20a1nW07617_2,146.067023,0.576737,J2000,0,7200,L,
C20a1nW07617_3,146.046699,0.587034,J2000,0,9000,L,
C20a1nW07617_4,146.053125,0.594891,J2000,0,8100,L,
C20a1nW07617_5,146.070412,0.632952,J2000,0,6300,L,
C20a1nW07617_6,146.108395,0.644039,J2000,0,6300,L,
C20a1nW07617_7,146.066956,0.552437,J2000,0,8100,L,
C20a1nW07617_8,146.083721,0.56199,J2000,0,4500,L,
C20a1nW07617_9,146.067719,0.565531,J2000,0,6300,L,
C20a1nW07617_10,146.076861,0.566481,J2000,0,3600,L,
C20a1nW07617_11,146.086316,0.572888,J2000,0,6300,L,
C20a1nW07617_12,146.078154,0.576833,J2000,0,9000,L,
C20a1nW07617_13,146.110565,0.591945,J2000,0,6300,L,
C20a1nW07617_14,146.089998,0.596123,J2000,0,9000,L,
C20a1nW07617_15,146.074954,0.596239,J2000,0,3600,L,
C20a1nW07617_16,146.103472,0.598314,J2000,0,9000,L,
C20a1nW07617_17,146.061923,0.603543,J2000,0,9000,L,
C20a1nW07617_18,146.10247,0.604075,J2000,0,5400,L,
C20a1nW07617_19,146.081263,0.605788,J2000,0,7200,L,
C20a1nW07617_20,146.046748,0.60816,J2000,0,6300,L,
C20a1nW07617_21,146.048965,0.609713,J2000,0,3600,L,
C20a1nW07617_22,146.088983,0.61003,J2000,0,4500,L,
C20a1nW07617_23,146.066291,0.611384,J2000,0,6300,L,
C20a1nW07617_24,146.035685,0.612615,J2000,0,4500,L,
C20a1nW07617_25,146.032677,0.612356,J2000,0,9000,L,
C20a1nW07617_26,146.074504,0.618372,J2000,0,7200,L,
C20a1nW07617_27,146.088565,0.623896,J2000,0,4500,L,
C20a1nW07617_28,146.088912,0.633203,J2000,0,5400,L,
C20a1nW07617_29,146.088022,0.635017,J2000,0,8100,L,
C20a1nW07617_30,146.083064,0.636766,J2000,0,4500,L,
C20a1nW07617_31,146.078681,0.637268,J2000,0,9000,L,
C20a1nW07617_32,146.109172,0.646197,J2000,0,3600,L,
